Id,WnvPresent
1,0.05096225057096606
2,0.05096225057096606
3,0.05096225057096606
4,0.05096225057096606
5,0.05096225057096606
6,0.05096225057096606
7,0.05096225057096606
8,0.05096225057096606
9,0.05096225057096606
10,0.05096225057096606
11,0.05096225057096606
12,0.05096225057096606
13,0.05096225057096606
14,0.05096225057096606
15,0.05096225057096606
16,0.05096225057096606
17,0.05096225057096606
18,0.05096225057096606
19,0.05096225057096606
20,0.05096225057096606
21,0.05096225057096606
22,0.05096225057096606
23,0.05096225057096606
24,0.05096225057096606
25,0.05096225057096606
26,0.05096225057096606
27,0.05096225057096606
28,0.05096225057096606
29,0.05096225057096606
30,0.05096225057096606
31,0.05096225057096606
32,0.05096225057096606
33,0.05096225057096606
34,0.05096225057096606
35,0.05096225057096606
36,0.05096225057096606
37,0.05096225057096606
38,0.05096225057096606
39,0.05096225057096606
40,0.05096225057096606
41,0.05096225057096606
42,0.05096225057096606
43,0.05096225057096606
44,0.05096225057096606
45,0.05096225057096606
46,0.05096225057096606
47,0.05096225057096606
48,0.05096225057096606
49,0.05096225057096606
50,0.05096225057096606
51,0.05096225057096606
52,0.05096225057096606
53,0.05096225057096606
54,0.05096225057096606
55,0.05096225057096606
56,0.05096225057096606
57,0.05096225057096606
58,0.05096225057096606
59,0.05096225057096606
60,0.05096225057096606
61,0.05096225057096606
62,0.05096225057096606
63,0.05096225057096606
64,0.05096225057096606
65,0.05096225057096606
66,0.05096225057096606
67,0.05096225057096606
68,0.05096225057096606
69,0.05096225057096606
70,0.05096225057096606
71,0.05096225057096606
72,0.05096225057096606
73,0.05096225057096606
74,0.05096225057096606
75,0.05096225057096606
76,0.05096225057096606
77,0.05096225057096606
78,0.05096225057096606
79,0.05096225057096606
80,0.05096225057096606
81,0.05096225057096606
82,0.05096225057096606
83,0.05096225057096606
84,0.05096225057096606
85,0.05096225057096606
86,0.05096225057096606
87,0.05096225057096606
88,0.05096225057096606
89,0.05096225057096606
90,0.05096225057096606
91,0.05096225057096606
92,0.05096225057096606
93,0.05096225057096606
94,0.05096225057096606
95,0.05096225057096606
96,0.05096225057096606
97,0.05096225057096606
98,0.05096225057096606
99,0.05096225057096606
100,0.05096225057096606
101,0.05096225057096606
102,0.05096225057096606
103,0.05096225057096606
104,0.05096225057096606
105,0.05096225057096606
106,0.05096225057096606
107,0.05096225057096606
108,0.05096225057096606
109,0.05096225057096606
110,0.05096225057096606
111,0.05096225057096606
112,0.05096225057096606
113,0.05096225057096606
114,0.05096225057096606
115,0.05096225057096606
116,0.05096225057096606
117,0.05096225057096606
118,0.05096225057096606
119,0.05096225057096606
120,0.05096225057096606
121,0.05096225057096606
122,0.05096225057096606
123,0.05096225057096606
124,0.05096225057096606
125,0.05096225057096606
126,0.05096225057096606
127,0.05096225057096606
128,0.05096225057096606
129,0.05096225057096606
130,0.05096225057096606
131,0.05096225057096606
132,0.05096225057096606
133,0.05096225057096606
134,0.05096225057096606
135,0.05096225057096606
136,0.05096225057096606
137,0.05096225057096606
138,0.05096225057096606
139,0.05096225057096606
140,0.05096225057096606
141,0.05096225057096606
142,0.05096225057096606
143,0.05096225057096606
144,0.05096225057096606
145,0.05096225057096606
146,0.05096225057096606
147,0.05096225057096606
148,0.05096225057096606
149,0.05096225057096606
150,0.05096225057096606
151,0.05096225057096606
152,0.05096225057096606
153,0.05096225057096606
154,0.05096225057096606
155,0.05096225057096606
156,0.05096225057096606
157,0.05096225057096606
158,0.05096225057096606
159,0.05096225057096606
160,0.05096225057096606
161,0.05096225057096606
162,0.05096225057096606
163,0.05096225057096606
164,0.05096225057096606
165,0.05096225057096606
166,0.05096225057096606
167,0.05096225057096606
168,0.05096225057096606
169,0.05096225057096606
170,0.05096225057096606
171,0.05096225057096606
172,0.05096225057096606
173,0.05096225057096606
174,0.05096225057096606
175,0.05096225057096606
176,0.05096225057096606
177,0.05096225057096606
178,0.05096225057096606
179,0.05096225057096606
180,0.05096225057096606
181,0.05096225057096606
182,0.05096225057096606
183,0.05096225057096606
184,0.05096225057096606
185,0.05096225057096606
186,0.05096225057096606
187,0.05096225057096606
188,0.05096225057096606
189,0.05096225057096606
190,0.05096225057096606
191,0.05096225057096606
192,0.05096225057096606
193,0.05096225057096606
194,0.05096225057096606
195,0.05096225057096606
196,0.05096225057096606
197,0.05096225057096606
198,0.05096225057096606
199,0.05096225057096606
200,0.05096225057096606
201,0.05096225057096606
202,0.05096225057096606
203,0.05096225057096606
204,0.05096225057096606
205,0.05096225057096606
206,0.05096225057096606
207,0.05096225057096606
208,0.05096225057096606
209,0.05096225057096606
210,0.05096225057096606
211,0.05096225057096606
212,0.05096225057096606
213,0.05096225057096606
214,0.05096225057096606
215,0.05096225057096606
216,0.05096225057096606
217,0.05096225057096606
218,0.05096225057096606
219,0.05096225057096606
220,0.05096225057096606
221,0.05096225057096606
222,0.05096225057096606
223,0.05096225057096606
224,0.05096225057096606
225,0.05096225057096606
226,0.05096225057096606
227,0.05096225057096606
228,0.05096225057096606
229,0.05096225057096606
230,0.05096225057096606
231,0.05096225057096606
232,0.05096225057096606
233,0.05096225057096606
234,0.05096225057096606
235,0.05096225057096606
236,0.05096225057096606
237,0.05096225057096606
238,0.05096225057096606
239,0.05096225057096606
240,0.05096225057096606
241,0.05096225057096606
242,0.05096225057096606
243,0.05096225057096606
244,0.05096225057096606
245,0.05096225057096606
246,0.05096225057096606
247,0.05096225057096606
248,0.05096225057096606
249,0.05096225057096606
250,0.05096225057096606
251,0.05096225057096606
252,0.05096225057096606
253,0.05096225057096606
254,0.05096225057096606
255,0.05096225057096606
256,0.05096225057096606
257,0.05096225057096606
258,0.05096225057096606
259,0.05096225057096606
260,0.05096225057096606
261,0.05096225057096606
262,0.05096225057096606
263,0.05096225057096606
264,0.05096225057096606
265,0.05096225057096606
266,0.05096225057096606
267,0.05096225057096606
268,0.05096225057096606
269,0.05096225057096606
270,0.05096225057096606
271,0.05096225057096606
272,0.05096225057096606
273,0.05096225057096606
274,0.05096225057096606
275,0.05096225057096606
276,0.05096225057096606
277,0.05096225057096606
278,0.05096225057096606
279,0.05096225057096606
280,0.05096225057096606
281,0.05096225057096606
282,0.05096225057096606
283,0.05096225057096606
284,0.05096225057096606
285,0.05096225057096606
286,0.05096225057096606
287,0.05096225057096606
288,0.05096225057096606
289,0.05096225057096606
290,0.05096225057096606
291,0.05096225057096606
292,0.05096225057096606
293,0.05096225057096606
294,0.05096225057096606
295,0.05096225057096606
296,0.05096225057096606
297,0.05096225057096606
298,0.05096225057096606
299,0.05096225057096606
300,0.05096225057096606
301,0.05096225057096606
302,0.05096225057096606
303,0.05096225057096606
304,0.05096225057096606
305,0.05096225057096606
306,0.05096225057096606
307,0.05096225057096606
308,0.05096225057096606
309,0.05096225057096606
310,0.05096225057096606
311,0.05096225057096606
312,0.05096225057096606
313,0.05096225057096606
314,0.05096225057096606
315,0.05096225057096606
316,0.05096225057096606
317,0.05096225057096606
318,0.05096225057096606
319,0.05096225057096606
320,0.05096225057096606
321,0.05096225057096606
322,0.05096225057096606
323,0.05096225057096606
324,0.05096225057096606
325,0.05096225057096606
326,0.05096225057096606
327,0.05096225057096606
328,0.05096225057096606
329,0.05096225057096606
330,0.05096225057096606
331,0.05096225057096606
332,0.05096225057096606
333,0.05096225057096606
334,0.05096225057096606
335,0.05096225057096606
336,0.05096225057096606
337,0.05096225057096606
338,0.05096225057096606
339,0.05096225057096606
340,0.05096225057096606
341,0.05096225057096606
342,0.05096225057096606
343,0.05096225057096606
344,0.05096225057096606
345,0.05096225057096606
346,0.05096225057096606
347,0.05096225057096606
348,0.05096225057096606
349,0.05096225057096606
350,0.05096225057096606
351,0.05096225057096606
352,0.05096225057096606
353,0.05096225057096606
354,0.05096225057096606
355,0.05096225057096606
